CCG or Health Board;Practice Name;Abtard;Ebesque XL;Fencino;Venlalic XL;Grand Total
CARDIFF & VALE UNIVERSTY;Cathedral View Medical Centre; 1 734,00;840;0; 1 564,00; 4 138,00
CARDIFF & VALE UNIVERSTY;Clare Road Medical Centre;431;768;0;0; 1 199,00
CARDIFF & VALE UNIVERSTY;Clifton Surgery; 1 897,00; 2 277,00;31; 1 712,00; 5 917,00
CARDIFF & VALE UNIVERSTY;Cloughmore Medical Centre; 13 957,00; 4 452,00;0; 2 301,00; 20 710,00
CARDIFF & VALE UNIVERSTY;Court Road Surgery; 8 975,00; 4 078,00;482; 1 692,00; 15 227,00
CARDIFF & VALE UNIVERSTY;Cowbridge & Vale Medical Pract; 1 574,00;194;16; 1 480,00; 3 264,00
CARDIFF & VALE UNIVERSTY;Cowbridge & West Vale Grp Prac; 2 472,00; 1 976,00;551; 1 207,00; 6 206,00
CARDIFF & VALE UNIVERSTY;Crime Reduction Initiatives;0;0;0;0;0
CARDIFF & VALE UNIVERSTY;Crwys Medical Centre; 1 211,00;495;96; 1 614,00; 3 416,00
CARDIFF & VALE UNIVERSTY;Cyncoed Medical Practice; 2 618,00; 1 000,00;222; 1 085,00; 4 925,00
CARDIFF & VALE UNIVERSTY;Danescourt Surgery; 10 514,00;441;441;233; 11 629,00
CARDIFF & VALE UNIVERSTY;Dinas Powys Medical Centre; 5 951,00;125;152;276; 6 504,00
CARDIFF & VALE UNIVERSTY;Dr Ma Naseem's Practice;891;291;99;47; 1 328,00
CARDIFF & VALE UNIVERSTY;Ely Bridge Surgery; 15 895,00; 5 617,00; 3 154,00; 2 822,00; 27 488,00
CARDIFF & VALE UNIVERSTY;Eryl Surgery; 8 174,00; 2 338,00;718; 2 139,00; 13 369,00
CARDIFF & VALE UNIVERSTY;Fairwater Health Centre; 15 035,00; 2 613,00;8; 1 260,00; 18 916,00
CARDIFF & VALE UNIVERSTY;Four Elms Medical Centre; 4 025,00; 3 204,00; 1 252,00; 1 687,00; 10 168,00
CARDIFF & VALE UNIVERSTY;Grange Medical Practice; 3 734,00; 3 513,00;168;198; 7 613,00
CARDIFF & VALE UNIVERSTY;Grangetown Health Centre;85;270;0;222;577
CARDIFF & VALE UNIVERSTY;Greenmount Surgery; 1 754,00; 1 087,00;105;13; 2 959,00
CARDIFF & VALE UNIVERSTY;Highlight Park Med Practice; 12 584,00; 1 369,00;728; 2 151,00; 16 832,00
CARDIFF & VALE UNIVERSTY;Llandaff North Med Centre; 4 232,00;0;0;269; 4 501,00
CARDIFF & VALE UNIVERSTY;Llandaff Surgery; 3 012,00;33;481;505; 4 031,00
CARDIFF & VALE UNIVERSTY;Llanedeyrn Health Centre; 5 949,00;996; 1 872,00; 2 198,00; 11 015,00
CARDIFF & VALE UNIVERSTY;Llanishen Court Surgery; 5 788,00;216;311;811; 7 126,00
CARDIFF & VALE UNIVERSTY;Llanrumney Medical Group; 7 394,00;868;0;0; 8 262,00
CARDIFF & VALE UNIVERSTY;Meddygfa Albany Surgery; 5 183,00; 1 547,00;592;41; 7 363,00
CARDIFF & VALE UNIVERSTY;Meddygfa Canna Surgery; 1 406,00; 2 662,00;0; 1 827,00; 5 895,00
CARDIFF & VALE UNIVERSTY;Meddygfa Lansdowne Surgery; 4 705,00;250;0;880; 5 835,00
CARDIFF & VALE UNIVERSTY;Meddygfa Llwyncelyn Practice; 4 843,00; 1 714,00;12;295; 6 864,00
CARDIFF & VALE UNIVERSTY;North Cardiff Medical Centre; 6 806,00; 1 015,00; 1 681,00; 1 150,00; 10 652,00
CARDIFF & VALE UNIVERSTY;North Road Medical Practice;541;379;0;229; 1 149,00
CARDIFF & VALE UNIVERSTY;Out Of Hours Service;146;2;62;19;229
CARDIFF & VALE UNIVERSTY;Radyr Medical Centre; 3 221,00;448;804; 1 051,00; 5 524,00
CARDIFF & VALE UNIVERSTY;Ravenscourt Surgery; 11 267,00; 2 588,00;310; 1 136,00; 15 301,00
CARDIFF & VALE UNIVERSTY;Redlands Surgery; 9 533,00;880;0; 1 682,00; 12 095,00
CARDIFF & VALE UNIVERSTY;Riverside Health Centre;848; 1 202,00;132;588; 2 770,00
CARDIFF & VALE UNIVERSTY;Roath House Surgery; 5 022,00; 2 765,00;300; 2 358,00; 10 445,00
CARDIFF & VALE UNIVERSTY;Roathwell Surgery; 7 483,00; 2 688,00; 1 163,00; 2 172,00; 13 506,00
CARDIFF & VALE UNIVERSTY;Rumney Primary Care Centre; 27 891,00; 2 113,00; 2 947,00; 1 153,00; 34 104,00
CARDIFF & VALE UNIVERSTY;Saltmead Medical Centre; 4 662,00; 1 011,00;149;422; 6 244,00
CARDIFF & VALE UNIVERSTY;St. Davids Medical Centre; 5 364,00;0;219;741; 6 324,00
CARDIFF & VALE UNIVERSTY;St. Isan Road Surgery; 1 413,00;25;339;756; 2 533,00
CARDIFF & VALE UNIVERSTY;Stanwell Surgery; 6 727,00;609;156;12; 7 504,00
CARDIFF & VALE UNIVERSTY;Station Road Surgery; 6 194,00; 1 105,00;0;351; 7 650,00
CARDIFF & VALE UNIVERSTY;Sully Surgery;590;0;0;556; 1 146,00
CARDIFF & VALE UNIVERSTY;Taff Riverside Practice; 3 187,00;234;504;479; 4 404,00
CARDIFF & VALE UNIVERSTY;The Caerau Lane Surgery;434;976;32;43; 1 485,00
CARDIFF & VALE UNIVERSTY;The City Surgery;195;0;0;552;747
CARDIFF & VALE UNIVERSTY;The Family Practice;0;0;0;0;0
CARDIFF & VALE UNIVERSTY;The Penylan Surgery; 8 150,00; 4 522,00; 1 320,00; 1 681,00; 15 673,00
CARDIFF & VALE UNIVERSTY;The Practice Of Health; 15 257,00;840; 1 026,00;230; 17 353,00
CARDIFF & VALE UNIVERSTY;The Surgery St Davids Court;365;85;0;0;450
CARDIFF & VALE UNIVERSTY;The Waterfront Medical Centre; 8 578,00; 2 458,00;445;36; 11 517,00
CARDIFF & VALE UNIVERSTY;Vale Family Practice; 2 832,00;913;4;227; 3 976,00
CARDIFF & VALE UNIVERSTY;West Quay Medical Centre; 14 497,00; 4 635,00;823; 1 193,00; 21 148,00
CARDIFF & VALE UNIVERSTY;Westway Surgery; 6 021,00; 1 674,00;401; 1 024,00; 9 120,00
CARDIFF & VALE UNIVERSTY;Whitchurch Road Surgery;895;480;0;354; 1 729,00
CARDIFF & VALE UNIVERSTY;Whitchurch Village Practice; 1 311,00;378;0;72; 1 761,00
CARDIFF & VALE UNIVERSTY;Willowbrook Surgery; 4 519,00;294;214;318; 5 345,00
CARDIFF & VALE UNIVERSTY;Woodlands Medical Centre; 9 007,00;413;781;788; 10 989,00
CWM TAF;74 Monk Street; 7 001,00; 3 076,00; 2 789,00;657; 13 523,00
CWM TAF;Abercynon Health Centre; 4 648,00; 1 498,00;0; 1 052,00; 7 198,00
CWM TAF;Aberfan Surgery; 5 678,00; 1 270,00;755; 1 324,00; 9 027,00
CWM TAF;Brookside Medical Centre; 4 153,00; 2 251,00;44;724; 7 172,00
CWM TAF;Calfaria Surgery;193; 1 875,00;480;0; 2 548,00
CWM TAF;Cwm Gwyrdd Medical Centre;609;810;705;716; 2 840,00
CWM TAF;Cwmaman Surgery; 3 045,00; 2 915,00;308;57; 6 325,00
CWM TAF;Cynon Vale Medical Practice; 2 430,00;413;334;97; 3 274,00
CWM TAF;Dowlais Medical Practice; 1 173,00;773;132;940; 3 018,00
CWM TAF;Eglwys Bach Surgery; 3 955,00; 7 095,00; 2 449,00;620; 14 119,00
CWM TAF;Forest View Medical Centre; 4 069,00;326;863;496; 5 754,00
CWM TAF;Hillcrest Medical Centre; 1 054,00;0;0;0; 1 054,00
CWM TAF;Hirwaun Medical Centre; 4 827,00; 1 202,00;76; 1 049,00; 7 154,00
CWM TAF;Horeb Surgery; 2 879,00;562; 2 182,00; 1 536,00; 7 159,00
CWM TAF;Maendy Place Surgery; 2 130,00; 2 176,00;560;422; 5 288,00
CWM TAF;Miskin Surgery;0;0;0;0;0
CWM TAF;Morlais Medical Practice; 12 789,00;930; 1 027,00; 1 406,00; 16 152,00
CWM TAF;Mountain Ash Hospital;0;0;0;0;0
CWM TAF;New Tynewydd Surgery; 2 658,00; 1 991,00;0; 1 407,00; 6 056,00
CWM TAF;Newpark Surgery; 4 514,00; 3 040,00;56;213; 7 823,00
CWM TAF;Oakland Surgery;297;0;66;985; 1 348,00
CWM TAF;Old School Surgery; 4 878,00; 3 337,00;868; 4 006,00; 13 089,00
CWM TAF;Parc Canol Surgery; 3 231,00; 6 925,00;762; 2 112,00; 13 030,00
CWM TAF;Parc Surgery; 5 512,00; 2 962,00;376;690; 9 540,00
CWM TAF;Park Lane Surgery; 5 991,00; 5 761,00; 1 189,00;573; 13 514,00
CWM TAF;Penrhiwceiber Medical Centre; 6 098,00; 2 298,00;0;78; 8 474,00
CWM TAF;Penygraig Surgery; 3 299,00; 3 280,00;343;0; 6 922,00
CWM TAF;Pont Newydd Medical Centre; 5 320,00;191;593;689; 6 793,00
CWM TAF;Pontcae Medical Practice; 6 889,00; 3 671,00;417;484; 11 461,00
CWM TAF;Porth Farm Surgery;981; 1 819,00;480;0; 3 280,00
CWM TAF;Practice 1, Keir Hardie Health Park; 7 059,00;220; 1 432,00;30; 8 741,00
CWM TAF;Practice 2, Keir Hardie Health Park; 3 751,00;0;974;13; 4 738,00
CWM TAF;Practice 3, Keir Hardie Health Park; 1 350,00;221;42;268; 1 881,00
CWM TAF;Rhos House Surgery; 3 692,00; 3 486,00;669;567; 8 414,00
CWM TAF;Saint Andrews Surgery; 5 990,00; 4 651,00; 2 626,00; 1 904,00; 15 171,00
CWM TAF;St John's Medical Practice; 5 277,00; 3 401,00;141;9; 8 828,00
CWM TAF;Taff Vale Practice; 6 565,00; 7 502,00; 1 676,00;841; 16 584,00
CWM TAF;The Ashgrove Surgery; 4 306,00; 4 482,00;422;233; 9 443,00
CWM TAF;The Maerdy Ferndale MGP; 1 538,00; 1 318,00;240;151; 3 247,00
CWM TAF;The Medical Centre; 1 712,00; 2 736,00;16; 1 313,00; 5 777,00
CWM TAF;The Surgery; 3 614,00; 3 188,00;598;12; 7 412,00
CWM TAF;Tonypandy Health Centre; 1 672,00; 2 952,00;997; 1 327,00; 6 948,00
CWM TAF;Treharris Primary Care Centre; 4 269,00;703;0;19; 4 991,00
CWM TAF;Tylorstown Surgery; 1 215,00; 3 308,00;67;164; 4 754,00
CWM TAF;Ynysangharad Surgery;484;394;456;0; 1 334,00
CWM TAF;Ynysybwl Surgery;75;0;0;0;75
HYWEL DDA;2 Morfa Lane; 4 784,00; 5 000,00;491;6; 10 281,00
HYWEL DDA;22 Andrew Street;488;504;375;914; 2 281,00
HYWEL DDA;Amman Tawe Partnership;860; 1 435,00; 2 738,00;542; 5 575,00
HYWEL DDA;Amman Valley Medical Practice;0;0;0;0;0
HYWEL DDA;Argyle Medical Group; 15 231,00; 6 546,00; 1 301,00; 3 885,00; 26 963,00
HYWEL DDA;Ashleigh Surgery; 1 550,00; 1 542,00;100; 1 090,00; 4 282,00
HYWEL DDA;Avenue Villa Surgery; 7 630,00; 7 435,00; 1 151,00; 4 460,00; 20 676,00
HYWEL DDA;Barlow House Surgery; 3 698,00; 1 829,00;248;192; 5 967,00
HYWEL DDA;Borth Surgery;482;0;95;156;733
HYWEL DDA;Bro Pedr Medical Group; 4 267,00;0;171; 1 598,00; 6 036,00
HYWEL DDA;Brynteg Surgery; 6 066,00; 3 879,00; 1 023,00; 1 480,00; 12 448,00
HYWEL DDA;Cardigan Health Centre; 6 577,00; 3 462,00; 2 970,00;961; 13 970,00
HYWEL DDA;Ceredigion Lhb;0;22;19;8;49
HYWEL DDA;Coach & Horses Surgery; 3 391,00; 7 892,00; 4 120,00;699; 16 102,00
HYWEL DDA;Coalbrook Surgery;415; 1 163,00;0; 1 081,00; 2 659,00
HYWEL DDA;Fairfield Surgery; 1 023,00; 2 488,00; 1 032,00;700; 5 243,00
HYWEL DDA;Furnace House Surgery; 4 666,00; 19 181,00; 1 412,00; 2 428,00; 27 687,00
HYWEL DDA;Harbour View Surgery;19;0;350;136;505
HYWEL DDA;Haven Way Day Hospital;0;21;0;0;21
HYWEL DDA;Health Centre;129;0;0;156;285
HYWEL DDA;Hywel Dda Health Board;15;8;14;0;37
HYWEL DDA;Llanfair Surgery; 2 564,00; 5 552,00; 1 169,00; 4 465,00; 13 750,00
HYWEL DDA;Llangennech Surgery;37;726;675;0; 1 438,00
HYWEL DDA;Llanilar Health Centre;299;304;280;632; 1 515,00
HYWEL DDA;Llwynhendy Health Centre; 3 313,00; 1 442,00; 1 621,00;42; 6 418,00
HYWEL DDA;Llynyfran Surgery; 5 678,00;619; 1 185,00;0; 7 482,00
HYWEL DDA;Meddygfa Emlyn; 4 386,00; 2 345,00; 2 931,00;933; 10 595,00
HYWEL DDA;Meddygfa Gelli-Onn; 3 103,00; 6 590,00; 5 224,00;615; 15 532,00
HYWEL DDA;Meddygfa Minafon; 1 408,00; 1 974,00; 2 122,00;569; 6 073,00
HYWEL DDA;Meddygfa Padarn Surgery;462; 5 678,00; 2 468,00; 2 762,00; 11 370,00
HYWEL DDA;Meddygfa Penygroes; 2 085,00; 4 070,00;182;289; 6 626,00
HYWEL DDA;Meddygfa Rhiannon Health Centr; 1 710,00; 2 307,00;822;36; 4 875,00
HYWEL DDA;Meddygfa Taf;276; 4 607,00;674;120; 5 677,00
HYWEL DDA;Meddygfa Teifi Surgery;936; 2 099,00; 2 879,00;769; 6 683,00
HYWEL DDA;Meddygfa Teilo; 5 124,00; 1 713,00; 1 244,00;727; 8 808,00
HYWEL DDA;Meddygfa Tywi;38; 1 560,00;836;672; 3 106,00
HYWEL DDA;Meddygfa Tywyn Bach; 1 858,00; 1 493,00;386; 1 214,00; 4 951,00
HYWEL DDA;Meddygfa Wdig; 5 329,00;243;366;709; 6 647,00
HYWEL DDA;Meddygfa'R Llan; 1 605,00; 3 832,00; 4 078,00;999; 10 514,00
HYWEL DDA;Meddygfa'R Sarn;66; 2 732,00; 1 525,00;272; 4 595,00
HYWEL DDA;Meddygfa'R Tymbl; 1 456,00; 4 490,00;174;897; 7 017,00
HYWEL DDA;Narberth & Clarbeston Rd Pract; 1 641,00; 1 131,00;57;383; 3 212,00
HYWEL DDA;Newport Surgery;618;270;7;657; 1 552,00
HYWEL DDA;OOH Office;23;0;36;6;65
HYWEL DDA;Oxford Street Surgery;0;0;25;0;25
HYWEL DDA;Saint Thomas Surgery; 4 660,00; 3 220,00;253; 2 195,00; 10 328,00
HYWEL DDA;Saundersfoot Medical Centre; 1 861,00; 2 556,00; 1 630,00; 1 580,00; 7 627,00
HYWEL DDA;St Peter's Surgery; 2 788,00; 2 000,00;234; 1 926,00; 6 948,00
HYWEL DDA;St. Davids Surgery Eryl Mor;418;853;456;175; 1 902,00
HYWEL DDA;Tanyfron Surgery; 4 880,00; 3 166,00; 5 672,00;554; 14 272,00
HYWEL DDA;Tenby Surgery; 7 551,00; 1 948,00;945; 2 986,00; 13 430,00
HYWEL DDA;The Health Centre; 1 444,00;136;42;737; 2 359,00
HYWEL DDA;The Robert Street Practice; 4 280,00; 3 836,00; 1 445,00; 1 738,00; 11 299,00
HYWEL DDA;The Surgery; 2 408,00; 6 259,00; 1 798,00;969; 11 434,00
HYWEL DDA;Tregaron Surgery; 1 163,00; 1 143,00; 2 275,00; 2 751,00; 7 332,00
HYWEL DDA;Ty Elli Group Practice; 5 819,00; 6 646,00; 3 488,00; 3 645,00; 19 598,00
HYWEL DDA;Winch Lane Surgery; 2 986,00; 2 033,00;318; 1 606,00; 6 943,00
HYWEL DDA;Ystwyth Primary Care Centre; 2 469,00;648;932;398; 4 447,00
NHS AIRED WHARF CRVE CCG;Aact 1;19;0;2;0;21
NHS AIRED WHARF CRVE CCG;Acct 2;101;0;32;0;133
NHS AIRED WHARF CRVE CCG;Addingham Surgery;828;948;569;520; 2 865,00
NHS AIRED WHARF CRVE CCG;Ccct 2;22;0;18;0;40
NHS AIRED WHARF CRVE CCG;Crosshills Group Practice; 5 297,00; 1 664,00; 3 291,00; 1 531,00; 11 783,00
NHS AIRED WHARF CRVE CCG;Currergate Care Home;63;0;14;0;77
NHS AIRED WHARF CRVE CCG;Dyneley House Surgery; 2 577,00; 1 203,00; 2 234,00;592; 6 606,00
NHS AIRED WHARF CRVE CCG;Farfield Group Practice; 3 073,00; 1 903,00; 4 417,00;776; 10 169,00
NHS AIRED WHARF CRVE CCG;Fisher Medical Centre;609; 3 860,00;882; 1 098,00; 6 449,00
NHS AIRED WHARF CRVE CCG;Grange Park Surgery; 2 715,00;0;202; 1 273,00; 4 190,00
NHS AIRED WHARF CRVE CCG;Grassington Medical Centre; 1 669,00;180;69;888; 2 806,00
NHS AIRED WHARF CRVE CCG;Haworth Medical Practice; 1 169,00;585; 1 313,00; 3 073,00; 6 140,00
NHS AIRED WHARF CRVE CCG;Holycroft Surgery; 6 985,00; 1 364,00; 4 697,00; 1 055,00; 14 101,00
NHS AIRED WHARF CRVE CCG;Ilkley & Wharfedale Medical Practice;820;0; 1 006,00;8; 1 834,00
NHS AIRED WHARF CRVE CCG;Ilkley Moor Medical Practice; 2 355,00; 2 069,00; 2 462,00; 1 247,00; 8 133,00
NHS AIRED WHARF CRVE CCG;Kilmeny Surgery; 6 517,00; 1 036,00; 1 392,00; 5 021,00; 13 966,00
NHS AIRED WHARF CRVE CCG;Ling House Medical Centre; 5 616,00; 2 915,00;529;331; 9 391,00
NHS AIRED WHARF CRVE CCG;Local Care Direct OOH;6;0;0;0;6
NHS AIRED WHARF CRVE CCG;Oakworth Medical Practice;668;441;6;347; 1 462,00
NHS AIRED WHARF CRVE CCG;One Medicare @ North Street;299;0;83;249;631
NHS AIRED WHARF CRVE CCG;Silsden Group Practice; 4 135,00;165; 2 631,00; 2 423,00; 9 354,00
NHS AIRED WHARF CRVE CCG;Townhead Surgery; 2 243,00;7; 2 304,00; 1 435,00; 5 989,00
NHS ASHFORD CCG;Charing Surgery;900; 2 341,00; 1 147,00; 1 567,00; 5 955,00
NHS ASHFORD CCG;Hamstreet Surgery;12;747;430; 1 224,00; 2 413,00
NHS ASHFORD CCG;Hollington Surgery;300; 2 362,00;66;0; 2 728,00
NHS ASHFORD CCG;IC24 Ltd (Crawley OOH);64;14;29;0;107
NHS ASHFORD CCG;IC24 Ltd (East Surrey OOH);11;5;8;7;31
NHS ASHFORD CCG;IC24 Ltd (Horsham & Mid Sussex OOH);140;25;31;10;206
NHS ASHFORD CCG;Integrated Care 24 Ltd (CWSX OOH);96;170;128;24;418
NHS ASHFORD CCG;Ivy Court Surgery; 2 168,00; 4 538,00; 1 566,00;883; 9 155,00
NHS ASHFORD CCG;Kingsnorth Medical Practice; 2 055,00; 1 701,00;703; 1 139,00; 5 598,00
NHS ASHFORD CCG;Musgrove Park Medical Centre;0;0;0;0;0
NHS ASHFORD CCG;New Hayesbank Surgery;657; 8 645,00; 2 841,00; 1 459,00; 13 602,00
NHS ASHFORD CCG;Sellindge Surgery;910; 1 229,00;602;156; 2 897,00
NHS ASHFORD CCG;Singleton Medical Centre;0;907;34;65; 1 006,00
NHS ASHFORD CCG;Singleton Surgery;19;767;0;0;786
NHS ASHFORD CCG;South Ashford Medics; 1 250,00; 3 796,00;737;634; 6 417,00
NHS ASHFORD CCG;Sydenham House Medical Centre; 1 995,00; 10 040,00; 2 458,00; 1 125,00; 15 618,00
NHS ASHFORD CCG;Willesborough Health Ctr.;778; 4 855,00;315;704; 6 652,00
NHS ASHFORD CCG;Woodchurch Surgery;355; 1 776,00;97;459; 2 687,00
NHS ASHFORD CCG;Wye Surgery;418; 2 808,00; 1 370,00;575; 5 171,00
NHS AYLESBURY VALE CCG;Ashcroft Surgery;0;0;0;266;266
NHS AYLESBURY VALE CCG;Berryfields Medical Centre;0;72;0; 1 023,00; 1 095,00
NHS AYLESBURY VALE CCG;Broughton House Surgery;0;0;0;0;0
NHS AYLESBURY VALE CCG;Dr Simons And Partner;838;516; 2 048,00; 2 411,00; 5 813,00
NHS AYLESBURY VALE CCG;Edlesborough Surgery; 5 170,00; 1 554,00;163;75; 6 962,00
NHS AYLESBURY VALE CCG;Haddenham Medical Centre; 1 223,00;682;357;988; 3 250,00
NHS AYLESBURY VALE CCG;Masonic House Surgery;0;0;0;0;0
NHS AYLESBURY VALE CCG;Meadowcroft Surgery; 2 523,00;0; 1 075,00; 1 346,00; 4 944,00
NHS AYLESBURY VALE CCG;Non Medical Prescribers;0;0;0;0;0
NHS AYLESBURY VALE CCG;Norden House Surgery; 3 886,00;0; 1 821,00;124; 5 831,00
NHS AYLESBURY VALE CCG;Oakfield Surgery;734;0;76;83;893
NHS AYLESBURY VALE CCG;Poplar Grove Practice; 2 309,00;56; 1 412,00; 1 269,00; 5 046,00
NHS AYLESBURY VALE CCG;Stewkley Road Surgery; 1 614,00;426;135; 2 294,00; 4 469,00
NHS AYLESBURY VALE CCG;The Cross Keys Practice; 2 697,00;428;514; 4 404,00; 8 043,00
NHS AYLESBURY VALE CCG;The Mandeville Practice; 3 570,00;575;476; 1 242,00; 5 863,00
NHS AYLESBURY VALE CCG;Trinity Health; 3 736,00;294; 2 363,00;220; 6 613,00
NHS AYLESBURY VALE CCG;Verney Close Surgery;15;0;157;811;983
NHS AYLESBURY VALE CCG;Waddesdon Surgery; 2 128,00;11;326;503; 2 968,00
NHS AYLESBURY VALE CCG;Wellington House Surgery;362;334;4; 1 028,00; 1 728,00
NHS AYLESBURY VALE CCG;Westongrove Partnership; 2 958,00;560;938; 1 490,00; 5 946,00
NHS AYLESBURY VALE CCG;Whitchurch Surgery;136;0;523;64;723
NHS AYLESBURY VALE CCG;Whitehill Surgery;489;644;64;0; 1 197,00
NHS BANES CCG;Banes Doctors Urgent Care (Bath);6;0;2;17;25
NHS BANES CCG;Banes Doctors Urgent Care (Paulton);0;0;10;0;10
NHS BANES CCG;BANES Enhanced Medical Service (Bems+);0;0;6;0;6
NHS BANES CCG;Bath NHS Health Care Centre;0;0;0;50;50
NHS BANES CCG;Batheaston Medical Centre;0;447;705; 1 147,00; 2 299,00
NHS BANES CCG;BDUC Julian House Healthcare Service;0;0;0;51;51
NHS BANES CCG;Catherine Cottage;38;0;27;0;65
NHS BANES CCG;Chew Medical Practice;262;120; 2 415,00; 14 287,00; 17 084,00
NHS BANES CCG;Combe Down Surgery;391; 1 389,00;220; 1 197,00; 3 197,00
NHS BANES CCG;Elm Hayes Surgery;450;706; 2 459,00; 2 778,00; 6 393,00
NHS BANES CCG;Fairfield Park Health Centre;544; 2 994,00;354; 1 346,00; 5 238,00
NHS BANES CCG;Grosvenor Place Surgery;0;0;0;74;74
NHS BANES CCG;Harptree Surgery;24;36;509; 2 806,00; 3 375,00
NHS BANES CCG;Hillcrest Surgery;130;36;730;268; 1 164,00
NHS BANES CCG;Hope House Surgery;0;943;785;870; 2 598,00
NHS BANES CCG;Ld Consultant Psychiatry;0;0;0;0;0
NHS BANES CCG;Monmouth Surgery;36;0;688;484; 1 208,00
NHS BANES CCG;Newbridge Surgery;0; 2 770,00; 1 162,00; 3 514,00; 7 446,00
NHS BANES CCG;Number 18 Surgery;276;335; 1 024,00;640; 2 275,00
NHS BANES CCG;Oldfield Surgery; 1 645,00; 2 502,00; 2 339,00; 1 453,00; 7 939,00
NHS BANES CCG;OOH Service (Paulton);0;0;0;0;0
NHS BANES CCG;Rush Hill Surgery; 2 963,00; 1 454,00;555;42; 5 014,00
NHS BANES CCG;Sirona Care And Health;0;0;6;0;6
NHS BANES CCG;Somerton House Surgery; 2 353,00; 4 094,00;346;231; 7 024,00
NHS BANES CCG;St Chads Surgery; 1 187,00;368; 4 125,00; 2 792,00; 8 472,00
NHS BANES CCG;St. Augustines Surgery;469;0; 1 280,00; 1 510,00; 3 259,00
NHS BANES CCG;St. Mary's Surgery;38;0;218; 3 109,00; 3 365,00
NHS BANES CCG;St.James's Surgery;180; 1 789,00; 1 279,00; 2 277,00; 5 525,00
NHS BANES CCG;St.Michael's Surgery;244;744;995; 3 945,00; 5 928,00
NHS BANES CCG;Temple House Practice;901;624;713;484; 2 722,00
NHS BANES CCG;The Pulteney Practice;992; 2 062,00; 1 086,00; 1 998,00; 6 138,00
NHS BANES CCG;University Medical Centre;0;108;76;119;303
NHS BANES CCG;West View Surgery; 2 780,00;0;687;797; 4 264,00
NHS BANES CCG;Westfield Surgery;170; 1 140,00;404;808; 2 522,00
NHS BANES CCG;Widcombe Surgery;99; 2 791,00;547; 4 122,00; 7 559,00
NHS BARKNG & DAGENHM CCG;Barking And Dagenham Access Hub;0;0;6;0;6
NHS BARKNG & DAGENHM CCG;Barking Medical Group Practice; 6 100,00; 2 228,00;621;593; 9 542,00
NHS BARKNG & DAGENHM CCG;Bhr CCG;302;0;41;0;343
NHS BARKNG & DAGENHM CCG;Broad Street Medical Pract. GP Practice; 3 181,00;600;344;317; 4 442,00
NHS BARKNG & DAGENHM CCG;Child & Family Health Centre; 4 255,00; 3 395,00; 2 682,00; 1 666,00; 11 998,00
NHS BARKNG & DAGENHM CCG;Dr A Moghal's Practice; 1 353,00; 2 258,00; 1 453,00; 1 354,00; 6 418,00
NHS BARKNG & DAGENHM CCG;Dr AA Ansari's Practice;667;836;765;531; 2 799,00
NHS BARKNG & DAGENHM CCG;Dr AK Mittal's Practice;12;324;136;99;571
NHS BARKNG & DAGENHM CCG;Dr BK Jaiswal's Practice; 1 358,00; 1 453,00;82;564; 3 457,00
NHS BARKNG & DAGENHM CCG;Dr C Ola's Practice;317;666;912;9; 1 904,00
NHS BARKNG & DAGENHM CCG;Dr DP Shah's Practice;404;688;470;131; 1 693,00
NHS BARKNG & DAGENHM CCG;Dr GS Kalkat's Practice;447;36;396;95;974
NHS BARKNG & DAGENHM CCG;Dr IA Moghal & Associates; 2 237,00; 3 634,00; 1 738,00; 2 252,00; 9 861,00
NHS BARKNG & DAGENHM CCG;Dr K John's Practice; 2 138,00; 2 825,00; 3 625,00; 1 239,00; 9 827,00
NHS BARKNG & DAGENHM CCG;Dr KM Alkaisy Practice;25; 1 690,00;91;76; 1 882,00
NHS BARKNG & DAGENHM CCG;Dr M Ehsan;25;926;357;0; 1 306,00
NHS BARKNG & DAGENHM CCG;Dr M Fateh's Practice;114; 1 429,00;667;776; 2 986,00
NHS BARKNG & DAGENHM CCG;Dr M Goyal's Practice;603;90;157;381; 1 231,00
NHS BARKNG & DAGENHM CCG;Dr MF Haq's Practice;899; 2 086,00;556;331; 3 872,00
NHS BARKNG & DAGENHM CCG;Dr Mohan & Associates; 2 157,00; 3 029,00;749;942; 6 877,00
NHS BARKNG & DAGENHM CCG;Dr N Niranjan's Practice;0;36;0;249;285
NHS BARKNG & DAGENHM CCG;Dr P Prasad's Practice;38;0;156;519;713
NHS BARKNG & DAGENHM CCG;Dr R Chibber's Practice;38; 2 570,00;0;247; 2 855,00
NHS BARKNG & DAGENHM CCG;Dr SN Ahmad's Practice; 1 567,00; 1 569,00;528;76; 3 740,00
NHS BARKNG & DAGENHM CCG;Dr SZ Haider's Practice;126; 3 376,00;478; 1 833,00; 5 813,00
NHS BARKNG & DAGENHM CCG;Dr UA Afser's Practice;0; 1 068,00;0;0; 1 068,00
NHS BARKNG & DAGENHM CCG;Dr V Goriparthi's Practice; 1 413,00; 4 041,00; 1 946,00; 1 971,00; 9 371,00
NHS BARKNG & DAGENHM CCG;Dr VK Chawla's Practice;0;0;42;0;42
NHS BARKNG & DAGENHM CCG;Five Elms Medical Practice; 2 551,00; 1 353,00; 1 612,00; 1 212,00; 6 728,00
NHS BARKNG & DAGENHM CCG;Gables Surgery;450;118; 1 121,00;66; 1 755,00
NHS BARKNG & DAGENHM CCG;Green Lane Surgery;12;987;245;8; 1 252,00
